Source,Lat,Lon,Elev,Year,Month,d13Catm,Type,Species,Family,Biome,leaf_N_g_kg,leaf_C_g_kg,leaf_d15N,leaf_d13C,leaf_D13C,soil_d15N,soil_d13C,soil_C_g_kg,soil_N_g_kg,country,soil_type,soil_depth,sitename,sample_time,Notes
Ehleringer et al. 2010,-2.86,-54.96,,2002,9,-8.11,,,,Forest,,,,,,6.2,-29.9,46.72,1.85,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,11,-8.11,,,,Forest,,,,,,6.8,-29.7,47.02,1.83,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,9,-8.11,,,,Forest,,,,,,6.6,-29.6,35.58,1.77,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,9,-8.11,,,,Forest,,,,,,7.1,-29.5,48.56,2.14,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,11,-8.11,,,,Forest,,,,,,7.3,-29.5,45.18,1.78,Brazil,Litter - Soil chamber 5,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,6,-8.11,,,,Forest,,,,,,5.8,-29.5,45.1,2.72,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,6,-8.11,,,,Forest,,,,,,5.8,-29.5,45.1,2.72,Brazil,"Tacamirana, ST1 8-6-10 ",,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,6,-8.11,,,,Forest,,,,,,5.7,-29.4,47.59,1.75,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,6,-8.11,,,,Forest,,,,,,5.7,-29.4,47.59,1.75,Brazil,Understory,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,9,-8.11,,,,Forest,,,,,,6.3,-29.3,38.5,1.7,Brazil,Holopsidium jarana,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,9,-8.11,,,,Forest,,,,,,6.3,-29.3,38.47,1.66,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,3,-8.11,,,,Forest,,,,,,6.9,-29.2,38.72,1.84,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,3,-8.11,,,,Forest,,,,,,6.2,-29.1,46.9,2.1,Brazil,"Coussarea racemosa, Caferana",,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,3,-8.11,,,,Forest,,,,,,6.2,-29.1,46.9,2.1,Brazil,Iryanthera sagotiana,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,3,-8.11,,,,Forest,,,,,,6.2,-29.1,46.87,2.13,Brazil,Random sampling,,,,
Ehleringer et al. 2010,-2.86,-54.96,,2002,9,-8.11,,,,Forest,,,,,,6.7,-29.1,43.1,1.6,Brazil,"Poecilanthe effusa, Gema de ovo",,,,
